	Bayesian SkyGrid: vc.drc.2025.onlycamps-rc-bs-400m.log			
time	date	datetime	milliseconds	mean	median	upper	lower
2020.8505451632661	2020-11-05	2020-11-05T15:46:32	1604591192959	0.8491117133678852	0.8742371450032586	2.8207430225114285	0.2591881531696644
2020.7485043469396	2020-09-29	2020-09-29T09:53:53	1601373233776	0.6990368028801595	0.7247053760546229	2.6643045754332	0.16362078163247912
2020.6464635306131	2020-08-23	2020-08-23T04:01:14	1598155274592	0.5918183315368795	0.6284678526767342	2.821993819412418	0.1241303604857274
2020.5444227142866	2020-07-16	2020-07-16T22:08:35	1594937315408	0.5127963499114401	0.5484176432840681	2.5345928834836355	0.0831204173338343
2020.44238189796	2020-06-09	2020-06-09T16:15:56	1591719356225	0.4671350258630073	0.5090453823435138	2.9794216422618356	0.06485307955219796
2020.3403410816336	2020-05-03	2020-05-03T10:23:17	1588501397041	0.43082501445930527	0.4790126705492169	2.787824405339287	0.04299457721272994
2020.238300265307	2020-03-27	2020-03-27T04:30:37	1585283437857	0.4083144789415712	0.4563608408535276	3.1057426321368564	0.03456916494572298
2020.1362594489806	2020-02-18	2020-02-18T22:37:58	1582065478674	0.3968455805184746	0.442252763895922	4.061661709631627	0.031882952163050995
2020.034218632654	2020-01-12	2020-01-12T16:45:19	1578847519491	0.3881135222584906	0.431744467326835	4.355399037734719	0.02514620563018146
2019.9321778163276	2019-12-06	2019-12-06T10:52:40	1575629560307	0.3814738621465713	0.4252570552273287	4.978185251672985	0.021043345334920114
2019.830137000001	2019-10-30	2019-10-30T05:00:01	1572411601124	0.3792845200911197	0.4202567841420185	5.369619298329654	0.017524720749737356
2019.830137000001	2019-10-30	2019-10-30T05:00:01	1572411601124	0.3792845200911197	0.4202567841420185	5.369619298329654	0.017524720749737356
2019.7280961836746	2019-09-22	2019-09-22T23:07:21	1569193641940	0.3792845200911197	0.4202567841420185	5.369619298329654	0.017524720749737356
2019.626055367348	2019-08-16	2019-08-16T17:14:42	1565975682756	0.3792845200911197	0.4202567841420185	5.369619298329654	0.017524720749737356
