# BEAST v10.5.0-beta5 Prerelease #1d511b10c2
# Generated Fri Jul 04 14:54:03 EDT 2025 [seed=5707]
# -overwrite -beagle_cuda -beagle_double -beagle_order 1 -seed 5707 -errors 1000 vc.drc.2025.onlycamps-rc-bs-400m.xml
state	serotype.rates.Hikojima.Inaba	serotype.rates.Hikojima.Ogawa	serotype.rates.Inaba.Ogawa	serotype.rates.Inaba.Hikojima	serotype.rates.Ogawa.Hikojima	serotype.rates.Ogawa.Inaba	serotype.indicators.Hikojima.Inaba	serotype.indicators.Hikojima.Ogawa	serotype.indicators.Inaba.Ogawa	serotype.indicators.Inaba.Hikojima	serotype.indicators.Ogawa.Hikojima	serotype.indicators.Ogawa.Inaba	serotype.nonZeroRates
177280000	0.24089488652848393	4.182571509797493	1.647251347809217	0.180186204861522	1.317642446013913	2.4121241182986948	1.0	0.0	1.0	1.0	1.0	1.0	5.0
177320000	0.04278439411467124	0.4785304463339675	2.1105471744979134	0.24385618592300037	1.224695334405991	1.8600053770445732	1.0	1.0	1.0	1.0	1.0	1.0	6.0
177360000	0.8438101413260888	0.7283840978998264	0.8323042274473272	0.940324521236716	0.8636994030302411	1.614621970987888	0.0	0.0	1.0	1.0	1.0	1.0	4.0
177400000	5.3114157533241855	0.8166840557386814	1.2747389310658854	1.0079695965213387	1.187800345668339	1.4989135966296292	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177440000	0.37577682063605994	1.8638415590792716	2.0234502051791714	0.3581400973766524	0.7490864551691475	2.637860042184728	1.0	1.0	1.0	1.0	1.0	1.0	6.0
177480000	1.5564107450300193	0.9317241805754625	2.3006357792013454	0.7071915812486634	0.8099918301603133	0.9387184544540983	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177520000	0.18668751522834287	0.48997856124455985	0.9017252083184304	0.5687046058012295	0.6271884687460512	1.1277638775219063	1.0	1.0	1.0	1.0	1.0	1.0	6.0
177560000	0.42558701148120903	0.855703254382461	2.480865549346006	0.8409222931176016	1.930534111591921	2.2637288027979148	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177600000	1.1219898477093035	0.7106141361880856	1.511834393830946	0.2956709513828325	0.7871604845360541	1.637558404008525	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177640000	0.28685241588774757	0.13390345999185108	1.5276395263796705	0.3102102266909295	1.0345884073571021	1.0420960062759685	1.0	1.0	1.0	1.0	1.0	1.0	6.0
177680000	1.1497959278246752	0.321247242593137	0.9002548863548987	0.3780323530000872	0.3886597823481019	0.7386120672810205	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177720000	0.5872355599315253	0.15788052246254378	1.2261321159302012	1.3063394091875526	2.1030510412745365	2.197706493089746	0.0	1.0	1.0	1.0	0.0	1.0	4.0
177760000	0.11322973717098196	0.42248651458954983	0.5632848040209775	0.2077764804572841	0.17514611809477681	0.795021812695977	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177800000	0.1267071201884826	1.5469035848648733	1.1382781047287462	1.0535955785426179	0.8180162904048803	1.4523088553890446	1.0	1.0	1.0	1.0	1.0	1.0	6.0
177840000	0.11525432099270665	0.6600947266011535	1.6941260698899538	1.2230926305739238	0.3923476309612139	1.5839949028474263	1.0	1.0	1.0	1.0	1.0	1.0	6.0
177880000	0.2444330067189349	0.07842819355169652	0.2036206889663152	0.20471423847362108	0.14548577159485965	0.34867549142293974	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177920000	0.0831938253881052	0.5960542917582721	1.9796746834626209	0.6697812708782783	0.4359785499362956	1.024363283061947	0.0	1.0	1.0	1.0	1.0	1.0	5.0
177960000	0.014215488919060371	0.12965102197083272	1.072986780603743	0.3916873672336563	1.0534990590996298	0.8186503109489432	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178000000	0.07027234300669266	0.009102598325082176	0.4692745361045099	0.1713131557151535	0.1963701985416057	0.3825242246360691	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178040000	0.46854380829308484	0.2835276787283265	1.0828063180462788	0.5475676387446948	0.4593246628520513	0.8613851393381544	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178080000	0.07912385811069211	0.7243380422013528	0.860502174799784	0.18576617750015492	0.6224671768924939	2.014827501949761	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178120000	0.22072820071405236	0.3064602955836432	0.5823485701251553	0.63750157567625	1.2177238385971738	1.6373611764872193	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178160000	0.005988728921076178	0.4223583074052531	1.2201258226424927	0.6517650524883402	0.2644188616154915	0.8010693884897002	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178200000	0.7931794012122733	0.8142980902359628	2.605456675034641	2.0213068766601188	0.6045584103283212	1.8592132120429075	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178240000	0.04041961631687665	1.3793923397206818	1.2723497184494157	0.5667001748351811	0.6908170408096719	0.8714988428710917	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178280000	0.3384930809365514	0.5682762964747508	1.3048270548888055	0.7761807690603798	0.21673317249474527	0.836300124226147	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178320000	0.6275386950746785	0.42231753272562544	1.4691695733580508	1.9009458989555783	1.5169858178904918	2.563054643621934	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178360000	0.2602168918550324	0.18205248686670153	1.2390509036460213	0.5752245740842599	0.3718584073863828	1.0503052531644268	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178400000	0.895557580905764	0.8831197256845987	0.8132553460615998	1.202126373861482	0.39232587506410765	1.9123953212576157	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178440000	1.0249788293630957	1.4935521569404484	1.4334214598238892	0.34946446822037464	1.328649553956681	2.5095053310033766	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178480000	2.225113368850773	0.47617634505425527	0.7794207678499203	0.17030552535417343	1.1282539296766667	1.0899303378195906	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178520000	0.1758354579678491	0.16579814127157544	2.1497356958946208	0.91307818158037	0.7639717423659254	2.097641082842721	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178560000	0.10872640980832687	0.48112442329774485	1.1551524714694075	1.094929069611024	1.4012161299608459	2.7926903140630075	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178600000	0.22872207052997687	1.2192256244092596	1.151134806824416	0.6898867291710107	0.612143419505286	1.856777849667253	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178640000	0.029620211985909757	1.6904648662504627	1.963216205760197	0.45692078800388003	0.7665155278696673	1.2204791355064772	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178680000	3.7910943637951653	0.23007191552183223	2.257197231486474	1.1485878825290883	1.058788006368135	3.5673384415686744	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178720000	0.19703087158622407	0.2931658240230901	2.227662339749976	0.2557339555851493	1.5139815958469185	1.2686930075449874	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178760000	0.6270851655889953	0.25999526970696424	1.4417034720207453	0.1681465888212378	1.239330666668495	2.293482653040603	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178800000	1.0867176019760691	0.2021425280640468	0.4416222520369415	0.2851753415677431	0.30173278876023746	0.37748434273622283	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178840000	2.4726067542771992	0.3485600373624806	1.0087525158429205	1.0048047711207795	1.2597194012598703	2.9464896012812223	0.0	1.0	1.0	1.0	1.0	1.0	5.0
178880000	1.0884590527188909	0.25817267461400034	2.369280534903153	0.156489633427355	1.071080555815745	0.8881700548386654	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178920000	0.8938204514123262	0.8153286475188812	0.676909953508084	0.9468767108481587	0.7221132017330467	0.9141290363187262	1.0	1.0	1.0	1.0	1.0	1.0	6.0
178960000	0.09294957079503782	0.6520861803785819	0.6084181746649605	0.6585926173442272	0.7942330053770041	1.484323065715844	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179000000	0.1561932451200733	0.7083670085734738	1.5209155860598693	0.93468450203287	0.675379680140792	1.1618142222575505	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179040000	0.8546883671238364	0.5672982338510685	2.796796567369009	0.8028106529348379	0.47211054206352016	2.026886335638408	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179080000	0.31504719775158224	0.6519432311482312	1.8499977407834478	0.9252162292946855	0.426954275262429	0.907055401811241	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179120000	0.007946732794596952	0.265955302269552	1.5188756929709946	0.30742687239939237	0.578905855536895	0.7320150309384135	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179160000	0.002755073156504564	0.3161008458912391	0.7892808375495431	0.41736963986619113	0.5069069017652407	1.0565714503770998	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179200000	0.9117618269087836	0.28603929700018577	1.52175429011342	0.5066063395102213	0.8478042428861342	1.5043780605535724	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179240000	0.3078500599031161	0.45762797062338206	2.3458016395707006	0.5322475985939215	1.2168888827915896	3.2904929309235778	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179280000	1.6396659512889336	0.3127624810607408	1.051827884585183	0.4192825654904582	0.7113059966882526	1.3388200843072808	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179320000	0.3591090917794644	1.1877001220106174	0.9193976314470713	2.397409865271514	1.5523134343179474	3.337913667530645	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179360000	1.3404822753187058	0.5209877336040569	1.6205670061620214	1.3981327340509335	0.7417544785616133	1.3254363702908754	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179400000	0.08429212066943496	1.1960715630669088	2.2455814051891725	0.9399134803138752	0.7689086792144716	3.503278545854974	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179440000	1.2651675830155247	0.7487146037018013	1.265133369730325	0.5159574546156914	0.8324037201831154	1.3338208112821024	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179480000	1.0965271942831187	0.3473376719722963	1.625477254911443	0.832610737783613	0.3896382188042108	1.2908440054599282	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179520000	0.37400862119635847	0.5782480530479783	0.9699006056782105	0.9559526326897408	0.49955183234229605	1.1594975730614843	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179560000	0.06455628108654618	0.9910723319936396	1.5744631253217742	0.34170253658483035	1.229476966276607	1.2169829001611956	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179600000	0.3647538997986402	0.1361954221496673	0.9821758605300922	0.6756509960387435	0.49779112979302914	1.7771673295675583	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179640000	0.8127090286504984	0.7182781072434128	0.5303407917613905	0.849769830919068	0.17024169631394973	0.855016965815531	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179680000	0.10828144827902227	0.35798904278391497	1.4956003188883509	1.152441135637359	1.2661948634716613	2.215355189618887	1.0	0.0	1.0	1.0	1.0	1.0	5.0
179720000	1.423128964742312	0.6008576849032948	1.222685173346266	0.5965118902493349	0.31276479641687344	1.0543661449077362	0.0	0.0	1.0	1.0	1.0	1.0	4.0
179760000	0.12375805414345364	0.21708003890559094	3.402546898955486	0.8245418567627789	0.5011689299619868	2.055243976676965	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179800000	0.06165728655892706	0.06415075754352212	0.31005332262259655	0.17388499339857927	0.18018591987894658	0.6216461486253706	0.0	1.0	1.0	1.0	1.0	1.0	5.0
179840000	0.2857055765106542	0.7023474341851452	2.6254097510966448	1.318354429286204	1.370928586651402	2.8935609060402876	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179880000	0.6626926236722321	0.5759369501238502	1.3803724537515416	0.32244752975529223	0.7311094776511938	0.9340081564140966	1.0	1.0	1.0	1.0	1.0	1.0	6.0
179920000	0.4333581226226391	0.9226003872669982	2.264106529967469	0.541547863081891	0.9698064095923149	1.6893735554723153	1.0	0.0	1.0	1.0	1.0	1.0	5.0
179960000	0.2665877997237207	0.8261926249290913	1.531236415806663	2.1722247371961707	2.4506262071413634	3.50975696584917	1.0	1.0	1.0	1.0	1.0	1.0	6.0
180000000	0.2491203096140467	0.22621862196031564	1.1821479571024112	0.26471037480500736	0.6079976077410568	1.5030034747540397	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180040000	0.00907451964560623	0.18546817705677676	0.6481664997140671	0.29066361012351694	0.993968366929867	1.9004094289618094	1.0	1.0	1.0	1.0	1.0	1.0	6.0
180080000	0.0558033170512949	1.6257617971445595	2.375674750454025	1.7752188584289663	1.8799431378076787	2.990833490850605	0.0	0.0	1.0	1.0	1.0	1.0	4.0
180120000	0.9636393816326224	0.10504086987509614	2.033188170438862	0.6337027052805403	0.7855984710900127	1.389245229002158	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180160000	1.6842949510799279	0.7760135500335117	1.8897807268850955	0.996727932501008	0.7137841254579896	2.014415297240616	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180200000	1.2628232500595218	0.03879246196837882	0.44559878373863576	0.07433467072102933	0.30478075066175325	0.5715629215259548	0.0	0.0	1.0	1.0	1.0	1.0	4.0
180240000	0.019004395165684463	0.06757934134484225	1.1282696080268693	0.7240480671767587	0.6005533895912476	1.0496093816770655	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180280000	1.2358230730105944	0.5535258770002005	1.4572222937015697	1.534590204032286	1.4956013910351742	3.6087465542286363	1.0	1.0	1.0	1.0	1.0	1.0	6.0
180320000	3.3380255667940264	0.4643895510375399	1.5273611101527453	0.20106545560206374	0.5804139323958671	1.0124578340460422	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180360000	0.2627422615894111	0.4836852275231718	1.0530228791682188	0.4225754654824601	0.641053444025959	1.6452596655150886	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180400000	1.7108806194623818	3.585607746646797	0.46841750506895313	0.26186887062041037	0.2845056378314081	0.4369762383070763	0.0	0.0	1.0	1.0	1.0	1.0	4.0
180440000	0.3245142008608471	0.8982898469291221	0.9590425793128015	0.5634269028203324	0.4733376225255867	0.6662448297321282	0.0	0.0	1.0	1.0	1.0	1.0	4.0
180480000	3.2041968643767924	1.674888265942769	0.4705976021401503	0.2969009084827732	0.25439564953633087	0.9496522995444656	0.0	0.0	1.0	1.0	1.0	1.0	4.0
180520000	0.4727399244364146	0.3044489189053773	1.5334372099734261	0.9033768068470992	0.5833764210970735	1.434917801028008	1.0	0.0	1.0	1.0	1.0	1.0	5.0
180560000	0.49673630792090057	0.896627576632221	1.3809141804456246	0.48921670050501626	0.7744114383285644	1.9705419717315407	1.0	0.0	1.0	1.0	1.0	1.0	5.0
180600000	1.336805707787419	0.07562715698630157	2.0642502171298767	1.3541013087256737	0.6960836020862384	3.3822929489261444	1.0	1.0	1.0	1.0	1.0	1.0	6.0
180640000	1.0540025696206248	0.23412573138962964	0.3990160650287739	0.4234241872404862	0.24400626456609933	0.8496146720009832	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180680000	1.0443947867055683	0.08366298419144227	1.1767864040074514	0.570593648455773	0.40545826023469267	2.5694839434438177	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180720000	0.3278846020517751	0.29066329931274015	0.34195730513804595	0.22563002419635605	0.48845586128047014	1.2630939233410854	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180760000	0.9759276209372763	0.7742393073536441	1.0784451215545263	0.29173106332310444	0.31546981937838664	1.6141620805029104	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180800000	0.9715993456211087	3.6951156073126197	1.0890713904123746	1.000304638390215	0.8952270316485784	1.5337364633861474	0.0	0.0	1.0	0.0	1.0	1.0	3.0
180840000	0.6245329253038759	2.014499289321916	2.5879151943070937	1.1236336158604439	1.3177394102086248	5.465696639040753	1.0	0.0	1.0	1.0	1.0	1.0	5.0
180880000	2.1522398810738883	0.9830224335375607	1.6692627207920077	0.9633958254078465	0.8851537730661067	1.9231812132725883	0.0	1.0	1.0	1.0	1.0	1.0	5.0
180920000	0.041765417336870905	0.3942529109894866	1.1161472557389498	0.3487739461349152	0.6742499483664458	1.785300537682519	1.0	1.0	1.0	1.0	1.0	1.0	6.0
180960000	1.216676174218724	0.4276443196391804	2.428071629076142	0.8832416903161087	0.7731203402941176	1.3347053691639899	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181000000	2.8396373911220554	0.02860772705707685	2.0068215401595113	0.22325557630498433	0.8063210475728849	1.82373637367664	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181040000	2.492629768917112	0.2814979980146229	0.9121901614075623	0.28521833826857146	0.2731731038056733	0.6088518356433203	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181080000	0.0077530108112300305	0.5386233571582363	1.1177453268369277	1.0171695018257598	0.6041837733136257	1.2276610931470096	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181120000	0.4402347143247117	0.5528574418122141	1.5181011366255968	0.5941654491083412	0.7693623226428972	1.2026309732692517	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181160000	0.20400669737751606	0.43241184416095174	1.3501902057500232	0.32814067628338056	0.6550947738753194	2.358214759047724	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181200000	0.44749439227782944	0.46424097925396823	1.9655388975813768	0.7866416900554456	1.2093782709963188	2.9590635990622425	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181240000	1.2788366415526422	1.4234632577875597	2.0084427312865603	0.9247607887799786	0.941515444584556	1.732481468683067	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181280000	0.43102700847248937	1.5605276422884589	1.6077429463896082	1.2314053624967773	0.7037360498245147	1.1912028205165717	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181320000	1.3322050341395395	0.591281663521248	0.5757238269242217	0.36941523240111723	0.36943975139844726	0.6693756364999162	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181360000	0.3328854431533923	0.13461568999923523	0.7404696945782053	0.23463886020150335	0.25193228157457226	1.2555365596340684	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181400000	0.26517529832199455	0.8940812804264611	1.0679480827177068	0.6133761481956537	0.9844815312679693	1.2288931265126388	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181440000	1.3362019368325362	1.3159182430105594	3.27628550997341	1.182867982023353	0.7123095456265094	2.7237112844064537	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181480000	0.44575154058079003	1.1338956031090968	1.3999879388679668	0.4354712216284958	0.6737923113006751	1.0198673840343053	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181520000	0.23198744787684544	1.0035469478823933	1.5903821064932138	0.2732695789660461	0.6165719306238143	0.7249843463308038	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181560000	0.06146433264105592	0.21249501573310292	1.3110724408223717	0.7403011456787096	0.7446153227523516	1.5553314304708517	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181600000	0.48546383813249083	0.8664672559829232	2.989569422998112	1.226909431193909	1.3937119680896324	2.08446688914867	1.0	0.0	1.0	1.0	1.0	1.0	5.0
181640000	0.06392095999108204	0.5940783496909084	2.6824281591724644	2.2165691781888013	0.782590467603376	1.9515250263622246	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181680000	0.35254119174247495	0.9928040992179583	2.071739219560972	0.8396086909473748	0.5363123734513674	1.3364073355511323	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181720000	0.04802075270334398	0.23540924813121966	1.2062249827812688	0.4239819129462137	0.6497226658251759	1.7009048425444833	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181760000	0.028132595605808216	0.11034843862277403	0.9912040326151907	0.3586312044324888	0.6306412093118622	0.8755376794945238	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181800000	0.716139586121771	0.8970294078535498	1.3807041892175629	0.4999392788917595	0.4330133643427464	1.2285842769533084	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181840000	1.312251516870181	0.04392164211534577	2.0507325547603434	0.25363483375490264	0.5557428358318874	0.3977239344142696	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181880000	0.1403506407429571	0.35189168811412136	0.5913017609561099	0.44815274300504626	0.43675756574805213	1.1115209996299518	0.0	1.0	1.0	1.0	1.0	1.0	5.0
181920000	0.4421904112824668	0.13535644999990323	1.0127078813326267	0.4018224995394815	0.36313496657334177	0.6878515110848054	1.0	1.0	1.0	1.0	1.0	1.0	6.0
181960000	2.996974161310626	0.23719583775869363	1.9947279236049198	0.8274026691218279	0.6676269474417205	3.0471249081487914	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182000000	0.06428927655613234	0.41553187950394593	0.9362607990715652	0.6751531150937576	0.40320661195621244	1.0491494867486495	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182040000	2.2493736443105496	0.3947653798769974	3.4792211028816324	0.5194240602090566	0.7965356342302813	0.8478560403340744	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182080000	0.5978643200445489	0.9265475414270073	1.7223326699207058	0.4742281280734902	0.9515655385092606	1.5911094414219686	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182120000	0.010662097159833853	1.6625737990746277	3.3131115355484693	0.9631733110431772	1.2225219871225874	2.874508701409435	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182160000	0.3512610485214948	0.4250868414950063	6.678304993808165	1.930762923709493	0.9954263564993969	1.536977968548537	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182200000	0.49180654784640754	0.9271607753478774	1.8925561485862028	0.44963531611174723	0.8269062406764653	1.769251195180491	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182240000	0.22366562725712172	0.26389678548833817	0.5169301154372119	0.5669926203202293	0.16624428173985123	1.0345726559593986	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182280000	0.9484668610157179	0.2885974609411475	3.9726408466518395	1.5251193437761283	0.6646800799583309	2.3012138877771413	1.0	0.0	1.0	1.0	1.0	1.0	5.0
182320000	2.710262506332292	0.5303521207477153	0.9594385630973848	0.9266822670486496	0.690054089155803	1.286873498128479	0.0	0.0	1.0	1.0	1.0	1.0	4.0
182360000	1.4845186965512518	1.2483811952595665	0.46751875535404186	0.14974616281430708	0.359974140894345	0.41022745613522427	0.0	0.0	1.0	1.0	1.0	1.0	4.0
182400000	0.34177284601199	0.8660230644080582	0.6745843579053623	0.7658723188496129	0.6540973953705962	2.199604053658918	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182440000	0.40447626240520806	0.9274549275570485	2.489190093123396	0.5578330329409374	1.0936267993096525	1.2535279799516128	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182480000	0.026811342535028714	0.2712937791611955	0.7752141400039665	0.22987433391022474	0.28491384904826533	1.0639305506022143	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182520000	3.8050619367988525	0.9848903417994912	1.6147419384544761	1.9039755916124264	0.4138617550273137	1.5796622035318761	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182560000	0.0799118397374896	0.48826249203309663	1.2800664781427287	0.6795098379137583	0.6128561405485559	1.2884936728045648	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182600000	0.5864487601680054	0.5240469592186685	3.388344550699242	0.642160858458209	0.5342961742497306	1.5681634122507664	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182640000	0.9016991152033845	0.3326264052761969	0.6802400589703297	0.24716612533498478	0.34090140387142415	0.617521309153392	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182680000	1.3621207371895854	0.19666235685822833	0.8769474289535086	0.5874763733761064	0.21000634335264118	0.46703676977504116	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182720000	0.49688979241589115	0.33276839929241775	2.0509932820715693	0.7425163916330098	0.4459134969581293	0.3242203048048741	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182760000	0.46396179808218496	0.9528673991431331	0.5158052230322934	0.3612255937759283	0.5141701376718165	0.6996238962471097	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182800000	0.08248766918671646	0.7451968994223628	1.558090053012586	0.6366046301055248	0.9592709420748154	1.3885577124562742	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182840000	0.26725950111340485	0.5623289983582445	0.9853026458702095	0.8028431718895863	0.3232315153200155	0.8641449568979989	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182880000	0.4151392165833656	0.10959134515152433	0.386255110558628	0.4964075084702904	0.36863358390889117	1.2190773722668924	1.0	1.0	1.0	1.0	1.0	1.0	6.0
182920000	1.9081695003249988	0.9677878879506278	0.9453163029943829	0.7871360344577192	0.6831582609684266	2.1228900173666387	0.0	1.0	1.0	1.0	1.0	1.0	5.0
182960000	0.381250276293162	0.5634924383724804	0.8937709751645778	1.2865265021671883	0.6021048375469589	2.33857481901889	0.0	1.0	1.0	1.0	1.0	1.0	5.0
183000000	0.4485253105183709	0.34444210350529947	0.8456498791868481	0.43974480410618605	0.19991590539254073	0.6080572144526571	0.0	1.0	1.0	1.0	1.0	1.0	5.0
183040000	0.06310498646684434	0.7143907692496209	0.7660105330199386	0.405018548533358	0.6113961498984551	1.894782435754863	0.0	1.0	1.0	1.0	1.0	1.0	5.0
183080000	0.18923546747811495	0.25763848490146557	1.4060230417525823	1.146394906930766	0.7151719561075047	1.3316899228726995	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183120000	0.4851360190486527	0.46991337870857963	0.6664210901893013	0.6127366281467364	0.6597212597770389	2.1502274729807733	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183160000	1.1134884911038656	0.4981870856315717	0.656956857906082	0.6648999658593079	0.47522825814653974	1.1173490722818404	0.0	1.0	1.0	1.0	1.0	1.0	5.0
183200000	0.16162180131925635	0.930911613647338	0.5843298341996964	0.6887235603254358	0.5586788488985294	2.555233679485126	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183240000	0.24763964710888875	0.16132461290386824	0.9555522162648082	0.7437067687596598	0.9942678771923946	1.7479785163948607	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183280000	2.562924448730798	0.12942190795709782	1.0185405844225306	0.33976106645423	0.7516228532257365	1.1499593765464702	0.0	0.0	1.0	1.0	1.0	1.0	4.0
183320000	0.12138391837374149	1.4142982104265358	0.41603596394634573	0.060105546702979	0.11047650733151626	0.6047516982353414	1.0	0.0	1.0	1.0	1.0	1.0	5.0
183360000	1.2125448078525538	0.21857011761137018	0.7870443299450149	1.1862242394818332	0.39784643715383533	1.6450008769785394	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183400000	4.153514729526069	0.18647351495240863	1.05062995075941	0.44864040121458804	0.2008782695088102	1.013599362294061	0.0	1.0	1.0	1.0	1.0	1.0	5.0
183440000	0.05686705696128804	0.04767893035948256	0.3208162389271452	0.2699233260062536	0.1850937221893156	0.5530439303341916	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183480000	0.10602799643476893	0.21082353287427716	0.8307379449217327	0.14511386417090458	0.4194743658333949	0.5958871118886481	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183520000	0.0687385843855718	0.282720705621121	1.5077069734998116	0.41076430232456373	0.7357372257957604	1.3414435885001437	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183560000	1.38588427881144	0.24909772455551535	1.8560154875945025	0.4565807243400533	0.3098560276214628	0.7041971162970735	0.0	1.0	1.0	1.0	1.0	1.0	5.0
183600000	0.23308913869698547	0.671403871780254	1.225821374012142	0.5930341211189336	1.1618561723693666	1.865743900026589	1.0	1.0	1.0	1.0	1.0	1.0	6.0
183640000	0.22002477976640558	0.7664368963164231	0.6424569964049764	0.6282874521160958	0.5767111687987756	0.9005973388660198	1.0	1.0	1.0	1.0	1.0	1.0	6.0
